2016-01-01,星期五,3℃,-8℃,晴,东南风~西北风,小于3级~3-4级
2016-01-02,星期六,5℃,-7℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-01-03,星期日,2℃,-10℃,多云,东南风~西北风,小于3级~3-4级
2016-01-04,星期一,-5℃,-15℃,多云,东南风~西北风,小于3级~3-4级
2016-01-05,星期二,-5℃,-15℃,晴,东南风~西北风,小于3级~3-4级
2016-01-06,星期三,-6℃,-16℃,多云,东南风~西北风,小于3级~3-4级
2016-01-07,星期四,-6℃,-15℃,晴,东南风~西北风,小于3级~3-4级
2016-01-08,星期五,-6℃,-15℃,晴,东南风~西北风,小于3级~3-4级
2016-01-09,星期六,-2℃,-12℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-01-10,星期日,-4℃,-17℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-01-11,星期一,-8℃,-18℃,晴,东南风~西北风,小于3级~3-4级
2016-01-12,星期二,-9℃,-17℃,晴,东南风~西北风,小于3级~3-4级
2016-01-13,星期三,-7℃,-14℃,多云,东南风~西北风,小于3级~3-4级
2016-01-14,星期四,-2℃,-14℃,多云,东南风~西北风,小于3级~3-4级
2016-01-15,星期五,-1℃,-9℃,多云~阴,东南风~西北风,小于3级~3-4级
2016-01-16,星期六,-2℃,-13℃,小雪,东南风~西北风,小于3级~3-4级
2016-01-17,星期日,-11℃,-19℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-01-18,星期一,-11℃,-18℃,晴,东南风~西北风,小于3级~3-4级
2016-01-19,星期二,-8℃,-15℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-01-20,星期三,-5℃,-13℃,小雪,东南风~西北风,小于3级~3-4级
2016-01-21,星期四,-6℃,-19℃,阴,东南风~西北风,小于3级~3-4级
2016-01-22,星期五,-14℃,-24℃,阴~多云,东南风~西北风,小于3级~3-4级
2016-01-23,星期六,-19℃,-24℃,多云,东南风~西北风,小于3级~3-4级
2016-01-24,星期日,-10℃,-18℃,晴,东南风~西北风,小于3级~3-4级
2016-01-25,星期一,-6℃,-17℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-01-26,星期二,-6℃,-16℃,晴,东南风~西北风,小于3级~3-4级
2016-01-27,星期三,-4℃,-14℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-01-28,星期四,-2℃,-12℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-01-29,星期五,-3℃,-10℃,阴~小雪,东南风~西北风,小于3级~3-4级
2016-01-30,星期六,-8℃,-16℃,小雪~晴,东南风~西北风,小于3级~3-4级
2016-01-31,星期日,-7℃,-15℃,晴,东南风~西北风,小于3级~3-4级
2016-02-01,星期一,-3℃,-15℃,晴,东南风~西北风,小于3级~3-4级
2016-02-02,星期二,-2℃,-13℃,晴,东南风~西北风,小于3级~3-4级
2016-02-03,星期三,-1℃,-12℃,晴,东南风~西北风,小于3级~3-4级
2016-02-04,星期四,-3℃,-13℃,多云,东南风~西北风,小于3级~3-4级
2016-02-05,星期五,-3℃,-12℃,晴,东南风~西北风,小于3级~3-4级
2016-02-06,星期六,0℃,-13℃,晴,东南风~西北风,小于3级~3-4级
2016-02-07,星期日,0℃,-7℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-02-08,星期一,4℃,-8℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-02-09,星期二,6℃,-5℃,晴,东南风~西北风,小于3级~3-4级
2016-02-10,星期三,8℃,-1℃,晴~阴,东南风~西北风,小于3级~3-4级
2016-02-11,星期四,5℃,0℃,小雨~多云,东南风~西北风,小于3级~3-4级
2016-02-12,星期五,5℃,-4℃,小雨~小雪,东南风~西北风,小于3级~3-4级
2016-02-13,星期六,-4℃,-12℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-02-14,星期日,-5℃,-12℃,晴,东南风~西北风,小于3级~3-4级
2016-02-15,星期一,-2℃,-10℃,晴,东南风~西北风,小于3级~3-4级
2016-02-16,星期二,2℃,-10℃,晴,东南风~西北风,小于3级~3-4级
2016-02-17,星期三,3℃,-8℃,晴,东南风~西北风,小于3级~3-4级
2016-02-18,星期四,2℃,-8℃,晴~阴,东南风~西北风,小于3级~3-4级
2016-02-19,星期五,2℃,-9℃,多云~小雪,东南风~西北风,小于3级~3-4级
2016-02-20,星期六,-3℃,-11℃,晴,东南风~西北风,小于3级~3-4级
2016-02-21,星期日,1℃,-8℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-02-22,星期一,0℃,-12℃,多云,东南风~西北风,小于3级~3-4级
2016-02-23,星期二,-2℃,-13℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-02-24,星期三,-1℃,-11℃,多云,东南风~西北风,小于3级~3-4级
2016-02-25,星期四,0℃,-11℃,多云,东南风~西北风,小于3级~3-4级
2016-02-26,星期五,2℃,-11℃,阴~多云,东南风~西北风,小于3级~3-4级
2016-02-27,星期六,1℃,-9℃,小雪,东南风~西北风,小于3级~3-4级
2016-02-28,星期日,-1℃,-12℃,阴~晴,东南风~西北风,小于3级~3-4级
2016-02-29,星期一,2℃,-6℃,多云,东南风~西北风,小于3级~3-4级
2016-03-01,星期二,8℃,-3℃,晴,东南风~西北风,小于3级~3-4级
2016-03-02,星期三,13℃,0℃,晴,东南风~西北风,小于3级~3-4级
2016-03-03,星期四,17℃,3℃,晴,东南风~西北风,小于3级~3-4级
2016-03-04,星期五,10℃,-4℃,小雨~多云,东南风~西北风,小于3级~3-4级
2016-03-05,星期六,5℃,-5℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-03-06,星期日,5℃,-3℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-03-07,星期一,4℃,-9℃,多云,东南风~西北风,小于3级~3-4级
2016-03-08,星期二,0℃,-10℃,多云,东南风~西北风,小于3级~3-4级
2016-03-09,星期三,-1℃,-11℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-03-10,星期四,0℃,-9℃,晴,东南风~西北风,小于3级~3-4级
2016-03-11,星期五,3℃,-7℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-03-12,星期六,8℃,-6℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-03-13,星期日,7℃,-6℃,晴,东南风~西北风,小于3级~3-4级
2016-03-14,星期一,10℃,-1℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-03-15,星期二,13℃,0℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-03-16,星期三,16℃,3℃,多云,东南风~西北风,小于3级~3-4级
2016-03-17,星期四,19℃,2℃,晴,东南风~西北风,小于3级~3-4级
2016-03-18,星期五,17℃,1℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-03-19,星期六,15℃,1℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-03-20,星期日,16℃,2℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-03-21,星期一,18℃,5℃,多云~阴,东南风~西北风,小于3级~3-4级
2016-03-22,星期二,8℃,-1℃,小雨~多云,东南风~西北风,小于3级~3-4级
2016-03-23,星期三,9℃,-3℃,晴,东南风~西北风,小于3级~3-4级
2016-03-24,星期四,9℃,-3℃,晴,东南风~西北风,小于3级~3-4级
2016-03-25,星期五,9℃,-2℃,晴,东南风~西北风,小于3级~3-4级
2016-03-26,星期六,13℃,-1℃,晴,东南风~西北风,小于3级~3-4级
2016-03-27,星期日,16℃,2℃,晴,东南风~西北风,小于3级~3-4级
2016-03-28,星期一,17℃,1℃,多云,东南风~西北风,小于3级~3-4级
2016-03-29,星期二,17℃,1℃,晴,东南风~西北风,小于3级~3-4级
2016-03-30,星期三,20℃,5℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-03-31,星期四,23℃,7℃,多云~小雨,东南风~西北风,小于3级~3-4级
2016-04-01,星期五,14℃,1℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-04-02,星期六,15℃,1℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-04-03,星期日,14℃,1℃,晴,东南风~西北风,小于3级~3-4级
2016-04-04,星期一,18℃,2℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-04-05,星期二,19℃,6℃,多云,东南风~西北风,小于3级~3-4级
2016-04-06,星期三,20℃,4℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-04-07,星期四,14℃,1℃,晴,东南风~西北风,小于3级~3-4级
2016-04-08,星期五,20℃,6℃,晴,东南风~西北风,小于3级~3-4级
2016-04-09,星期六,23℃,5℃,晴,东南风~西北风,小于3级~3-4级
2016-04-10,星期日,20℃,5℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-04-11,星期一,17℃,5℃,小雨,东南风~西北风,小于3级~3-4级
2016-04-12,星期二,17℃,4℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-04-13,星期三,19℃,4℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-04-14,星期四,22℃,7℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-04-15,星期五,20℃,5℃,小雨~多云,东南风~西北风,小于3级~3-4级
2016-04-16,星期六,15℃,2℃,多云,东南风~西北风,小于3级~3-4级
2016-04-17,星期日,14℃,1℃,多云,东南风~西北风,小于3级~3-4级
2016-04-18,星期一,15℃,3℃,多云,东南风~西北风,小于3级~3-4级
2016-04-19,星期二,14℃,4℃,小雨~多云,东南风~西北风,小于3级~3-4级
2016-04-20,星期三,21℃,7℃,晴,东南风~西北风,小于3级~3-4级
2016-04-21,星期四,21℃,4℃,晴,东南风~西北风,小于3级~3-4级
2016-04-22,星期五,18℃,3℃,晴,东南风~西北风,小于3级~3-4级
2016-04-23,星期六,20℃,6℃,晴,东南风~西北风,小于3级~3-4级
2016-04-24,星期日,25℃,11℃,晴,东南风~西北风,小于3级~3-4级
2016-04-25,星期一,27℃,12℃,多云,东南风~西北风,小于3级~3-4级
2016-04-26,星期二,21℃,9℃,小雨,东南风~西北风,小于3级~3-4级
2016-04-27,星期三,14℃,6℃,小雨~多云,东南风~西北风,小于3级~3-4级
2016-04-28,星期四,23℃,11℃,晴,东南风~西北风,小于3级~3-4级
2016-04-29,星期五,26℃,12℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-04-30,星期六,30℃,14℃,晴,东南风~西北风,小于3级~3-4级
2016-05-01,星期日,30℃,10℃,小雨,东南风~西北风,小于3级~3-4级
2016-05-02,星期一,14℃,6℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-05-03,星期二,21℃,6℃,晴,东南风~西北风,小于3级~3-4级
2016-05-04,星期三,27℃,12℃,多云,东南风~西北风,小于3级~3-4级
2016-05-05,星期四,21℃,6℃,多云,东南风~西北风,小于3级~3-4级
2016-05-06,星期五,20℃,5℃,晴,东南风~西北风,小于3级~3-4级
2016-05-07,星期六,24℃,10℃,晴,东南风~西北风,小于3级~3-4级
2016-05-08,星期日,26℃,12℃,多云~小雨,东南风~西北风,小于3级~3-4级
2016-05-09,星期一,22℃,10℃,小雨~多云,东南风~西北风,小于3级~3-4级
2016-05-10,星期二,25℃,13℃,晴,东南风~西北风,小于3级~3-4级
2016-05-11,星期三,26℃,11℃,雷阵雨~中雨,东南风~西北风,小于3级~3-4级
2016-05-12,星期四,18℃,5℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-05-13,星期五,22℃,9℃,晴~小雨,东南风~西北风,小于3级~3-4级
2016-05-14,星期六,18℃,7℃,小雨~阴,东南风~西北风,小于3级~3-4级
2016-05-15,星期日,19℃,6℃,晴,东南风~西北风,小于3级~3-4级
2016-05-16,星期一,27℃,10℃,晴,东南风~西北风,小于3级~3-4级
2016-05-17,星期二,29℃,14℃,晴,东南风~西北风,小于3级~3-4级
2016-05-18,星期三,29℃,14℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-05-19,星期四,29℃,15℃,晴,东南风~西北风,小于3级~3-4级
2016-05-20,星期五,28℃,14℃,晴,东南风~西北风,小于3级~3-4级
2016-05-21,星期六,27℃,14℃,晴,东南风~西北风,小于3级~3-4级
2016-05-22,星期日,26℃,13℃,多云~雷阵雨,东南风~西北风,小于3级~3-4级
2016-05-23,星期一,21℃,8℃,中雨~多云,东南风~西北风,小于3级~3-4级
2016-05-24,星期二,23℃,9℃,多云~小雨,东南风~西北风,小于3级~3-4级
2016-05-25,星期三,24℃,9℃,多云~晴,东南风~西北风,小于3级~3-4级
2016-05-26,星期四,22℃,11℃,晴,东南风~西北风,小于3级~3-4级
2016-05-27,星期五,28℃,13℃,晴,东南风~西北风,小于3级~3-4级
2016-05-28,星期六,30℃,12℃,多云,东南风~西北风,小于3级~3-4级
2016-05-29,星期日,27℃,12℃,晴,东南风~西北风,小于3级~3-4级
2016-05-30,星期一,32℃,17℃,多云,东南风~西北风,小于3级~3-4级
2016-05-31,星期二,28℃,14℃,多云,东南风~西北风,小于3级~3-4级
2016-07-01,星期五,27℃,16℃,雷阵雨~多云,东南风~西北风,小于3级~3-4级
2016-07-02,星期六,29℃,18℃,晴,东南风~西北风,小于3级~3-4级
2016-07-03,星期日,30℃,18℃,雷阵雨~多云,东南风~西北风,小于3级~3-4级
2016-07-04,星期一,29℃,18℃,雷阵雨~多云,东南风~西北风,小于3级~3-4级
2016-07-05,星期二,31℃,19℃,晴,东南风~西北风,小于3级~3-4级
2016-07-06,星期三,32℃,19℃,晴,东南风~西北风,小于3级~3-4级
2016-07-07,星期四,31℃,19℃,晴,东南风~西北风,小于3级~3-4级
2016-07-08,星期五,30℃,19℃,多云,东南风~西北风,小于3级~3-4级
2016-07-09,星期六,33℃,20℃,晴,东南风~西北风,小于3级~3-4级
2016-07-10,星期日,35℃,24℃,多云,东南风~西北风,小于3级~3-4级
2016-07-11,星期一,29℃,23℃,中雨~小雨,东南风~西北风,小于3级~3-4级
2016-07-12,星期二,25℃,19℃,雷阵雨~晴,东南风~西北风,小于3级~3-4级
2016-07-13,星期三,30℃,20℃,晴~多云,东南风~西北风,小于3级~3-4级
2016-07-14,星期四,26℃,18℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-07-15,星期五,24℃,17℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-07-16,星期六,21℃,15℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-07-17,星期日,27℃,17℃,多云,东南风~西北风,小于3级~3-4级
2016-07-18,星期一,28℃,20℃,阴转小雨,东南风~西北风,小于3级~3-4级
2016-07-19,星期二,23℃,19℃,中雨,东南风~西北风,小于3级~3-4级
2016-07-20,星期三,24℃,18℃,小雨,东南风~西北风,小于3级~3-4级
2016-07-21,星期四,27℃,18℃,小雨,东南风~西北风,小于3级~3-4级
2016-07-22,星期五,29℃,20℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-07-23,星期六,31℃,20℃,多云,东南风~西北风,小于3级~3-4级
2016-07-24,星期日,30℃,22℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-07-25,星期一,27℃,19℃,小雨,东南风~西北风,小于3级~3-4级
2016-07-26,星期二,30℃,19℃,多云,东南风~西北风,小于3级~3-4级
2016-07-27,星期三,31℃,21℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-07-28,星期四,29℃,19℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-07-29,星期五,32℃,20℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-07-30,星期六,29℃,21℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-07-31,星期日,30℃,22℃,雷阵雨,东南风~西北风,小于3级~3-4级
2016-08-01,星期一,29℃,20℃,多云,东南风~西北风,小于3级~3-4级
2016-08-02,星期二,31℃,20℃,晴,东南风~西北风,小于3级~3-4级
2016-08-03,星期三,31℃,21℃,晴,东南风,2级
2016-08-04,星期四,32℃,20℃,晴,东南风,2级
2016-08-05,星期五,31℃,22℃,多云,东南风,3级
2016-08-06,星期六,31℃,21℃,多云,西风,1级
2016-08-07,星期日,29℃,18℃,晴,东南风,2级
2016-08-08,星期一,31℃,20℃,晴,东南风,3级
2016-08-09,星期二,31℃,20℃,晴,东南风,4级
2016-08-10,星期三,31℃,21℃,多云,东南风,3级
2016-08-11,星期四,31℃,21℃,雷阵雨,北风,1级
2016-08-12,星期五,25℃,17℃,中雨,东北风,1级
2016-08-13,星期六,29℃,20℃,雷阵雨,东北风,2级
2016-08-14,星期日,29℃,19℃,多云,东南风,2级
2016-08-15,星期一,28℃,17℃,多云,东北风,2级
2016-08-16,星期二,29℃,18℃,多云,东南风,3级
2016-08-17,星期三,26℃,17℃,雷阵雨,东南风,2级
2016-08-18,星期四,23℃,18℃,中雨,东南风,1级
2016-08-19,星期五,29℃,18℃,多云,东风,1级
2016-08-20,星期六,28℃,16℃,雷阵雨,南风,1级
2016-08-21,星期日,30℃,20℃,晴,东北风,2级
2016-08-22,星期一,26℃,20℃,多云,东南风,3级
2016-08-23,星期二,25℃,19℃,小雨,东风,1级
2016-08-24,星期三,29℃,18℃,多云,北风,4级
2016-08-25,星期四,25℃,12℃,晴,东北风,1级
2016-08-26,星期五,25℃,12℃,晴,东北风,3级
2016-08-27,星期六,26℃,12℃,晴,北风,2级
2016-08-28,星期日,26℃,12℃,晴,东北风,2级
2016-08-29,星期一,28℃,14℃,多云,东风,2级
2016-08-30,星期二,28℃,14℃,多云,西北风,2级
2016-08-31,星期三,27℃,13℃,多云,西北风,2级
2016-09-01,星期四,23℃,14℃,阴,西北风,1级
2016-09-02,星期五,24℃,14℃,多云,北风,2级
2016-09-03,星期六,26℃,14℃,阵雨,东南风,2级
2016-09-04,星期日,24℃,13℃,阵雨,东南风,2级
2016-09-05,星期一,27℃,14℃,多云,东北风,3级
2016-09-06,星期二,27℃,13℃,多云,西风,3级
2016-09-07,星期三,26℃,12℃,多云,西北风,1级
2016-09-08,星期四,26℃,12℃,多云,东北风,2级
2016-09-09,星期五,26℃,12℃,多云,北风,1级
2016-09-10,星期六,24℃,12℃,阵雨,东北风,3级
2016-09-11,星期日,22℃,14℃,阵雨,东北风,2级
2016-09-12,星期一,24℃,11℃,阵雨,东风,3级
2016-09-13,星期二,26℃,13℃,多云,北风,4级
2016-09-14,星期三,27℃,13℃,多云,东风,1级
2016-09-15,星期四,28℃,14℃,晴,东南风,3级
2016-09-16,星期五,28℃,15℃,晴,东北风,2级
2016-09-17,星期六,23℃,12℃,小雨,东风,2级
2016-09-18,星期日,22℃,9℃,多云,西北风,2级
2016-09-19,星期一,23℃,8℃,晴,东北风,2级
2016-09-20,星期二,23℃,11℃,多云,东南风,3级
2016-09-21,星期三,23℃,12℃,阵雨,东南风,2级
2016-09-22,星期四,23℃,12℃,阵雨,西北风,1级
2016-09-23,星期五,25℃,13℃,多云,北风,5级
2016-09-24,星期六,27℃,14℃,多云,北风,3级
2016-09-25,星期日,23℃,13℃,雷阵雨,东南风,3级
2016-09-26,星期一,23℃,11℃,阵雨,东南风,1级
2016-09-27,星期二,17℃,5℃,晴,西北风,2级
2016-09-28,星期三,16℃,6℃,晴,东北风,2级
2016-09-29,星期四,21℃,8℃,多云,东南风,2级
2016-09-30,星期五,22℃,12℃,多云,东南风,3级
2016-10-01,星期六,26℃,12℃,多云,东北风,2级
2016-10-02,星期日,25℃,12℃,多云,东南风,3级
2016-10-03,星期一,25℃,11℃,多云,东南风,2级
2016-10-04,星期二,15℃,7℃,小雨,北风,1级
2016-10-05,星期三,19℃,6℃,晴,北风,3级
2016-10-06,星期四,18℃,9℃,小雨,东南风,3级
2016-10-07,星期五,15℃,5℃,小雨,西北风,4级
2016-10-08,星期六,13℃,1℃,多云,北风,1级
2016-10-09,星期日,15℃,5℃,晴,东风,3级
2016-10-10,星期一,18℃,2℃,多云,北风,4级
2016-10-11,星期二,16℃,5℃,晴,东北风,2级
2016-10-12,星期三,17℃,6℃,多云,南风,1级
2016-10-13,星期四,20℃,8℃,晴,东北风,1级
2016-10-14,星期五,22℃,8℃,晴,东南风,3级
2016-10-15,星期六,16℃,8℃,小雨,东南风,3级
2016-10-16,星期日,20℃,4℃,晴,北风,3级
2016-10-17,星期一,17℃,6℃,晴,东南风,3级
2016-10-18,星期二,21℃,8℃,晴,东南风,2级
2016-10-19,星期三,21℃,8℃,多云,东北风,2级
2016-10-20,星期四,15℃,7℃,小雨,东南风,3级
2016-10-21,星期五,10℃,5℃,小雨,西风,3级
2016-10-22,星期六,12℃,5℃,多云,西北风,1级
2016-10-23,星期日,14℃,5℃,多云,东北风,2级
2016-10-24,星期一,11℃,3℃,阴,北风,微风
2016-10-25,星期二,15℃,4℃,多云,北风,1级
2016-10-26,星期三,13℃,4℃,多云,东南风,2级
2016-10-27,星期四,8℃,1℃,小雨,西风,2级
2016-10-28,星期五,6℃,-4℃,晴,西北风,3级
2016-10-29,星期六,7℃,-2℃,多云,西北风,1级
2016-10-30,星期日,6℃,-6℃,多云,西北风,3级
2016-10-31,星期一,1℃,-9℃,晴,东北风,1级
2016-11-01,星期二,1℃,-5℃,多云,东北风,2级
2016-11-02,星期三,8℃,-2℃,晴,西北风,3级
2016-11-03,星期四,13℃,0℃,晴,东风,1级
2016-11-04,星期五,16℃,2℃,晴,西北风,2级
2016-11-05,星期六,16℃,2℃,晴,东南风,4级
2016-11-06,星期日,7℃,-1℃,小雨,南风,1级
2016-11-07,星期一,5℃,-5℃,晴,西北风,2级
2016-11-08,星期二,6℃,-5℃,晴,西风,1级
2016-11-09,星期三,9℃,-4℃,晴,西北风,1级
2016-11-10,星期四,5℃,-5℃,雨夹雪,北风,2级
2016-11-11,星期五,7℃,-4℃,多云,西风,2级
2016-11-12,星期六,9℃,-1℃,多云,东风,1级
2016-11-13,星期日,10℃,-2℃,多云,北风,1级
2016-11-14,星期一,5℃,-5℃,晴,西北风,2级
2016-11-15,星期二,8℃,-3℃,晴,东南风,2级
2016-11-16,星期三,10℃,-1℃,晴,东北风,2级
2016-11-17,星期四,9℃,-1℃,晴,东北风,2级
2016-11-18,星期五,8℃,-2℃,多云,东风,3级
2016-11-19,星期六,7℃,-7℃,晴,西北风,2级
2016-11-20,星期日,3℃,-7℃,小雪,北风,3级
2016-11-21,星期一,-7℃,-13℃,小雪,西北风,4级
2016-11-22,星期二,-7℃,-15℃,晴,北风,2级
2016-11-23,星期三,-2℃,-14℃,晴,北风,3级
2016-11-24,星期四,2℃,-12℃,晴,东风,2级
2016-11-25,星期五,2℃,-8℃,多云,北风,2级
2016-11-26,星期六,3℃,-7℃,晴,北风,2级
2016-11-27,星期日,2℃,-7℃,晴,东北风,2级
2016-11-28,星期一,4℃,-8℃,晴,东北风,2级
2016-11-29,星期二,2℃,-6℃,小雪,东南风,2级
2016-11-30,星期三,3℃,-7℃,多云,西北风,3级
2016-12-01,星期四,3℃,-9℃,晴,北风,1级
2016-12-02,星期五,7℃,-7℃,晴,东北风,2级
2016-12-03,星期六,7℃,-7℃,多云,西北风,2级
2016-12-04,星期日,4℃,-6℃,多云,北风,2级
2016-12-05,星期一,-2℃,-8℃,晴,北风,3级
2016-12-06,星期二,4℃,-7℃,晴,西北风,2级
2016-12-07,星期三,3℃,-6℃,晴,东风,3级
2016-12-08,星期四,-1℃,-13℃,晴,北风,3级
2016-12-09,星期五,-1℃,-11℃,多云,东风,2级
2016-12-10,星期六,1℃,-9℃,晴,东风,2级
2016-12-11,星期日,1℃,-5℃,阴,东风,2级
2016-12-12,星期一,3℃,-7℃,多云,北风,3级
2016-12-13,星期二,-1℃,-12℃,多云,北风,3级
2016-12-14,星期三,-2℃,-11℃,晴,北风,1级
2016-12-15,星期四,-1℃,-11℃,晴,北风,2级
2016-12-16,星期五,3℃,-8℃,晴,东北风,1级
2016-12-17,星期六,6℃,-8℃,晴,北风,微风
2016-12-18,星期日,5℃,-9℃,多云,东北风,1级
2016-12-19,星期一,5℃,-8℃,晴,北风,1级
2016-12-20,星期二,5℃,-4℃,多云,东风,1级
2016-12-21,星期三,3℃,-6℃,阴,西北风,2级
2016-12-22,星期四,-1℃,-11℃,多云,北风,3级
2016-12-23,星期五,-2℃,-10℃,晴,东北风,1级
2016-12-24,星期六,1℃,-9℃,晴,东风,1级
2016-12-25,星期日,1℃,-9℃,晴,东风,1级
2016-12-26,星期一,-2℃,-13℃,阴,西北风,2级
2016-12-27,星期二,-5℃,-13℃,晴,东风,1级
2016-12-28,星期三,-4℃,-15℃,晴,北风,3级
2016-12-29,星期四,-4℃,-16℃,晴,东北风,2级
2016-12-30,星期五,-1℃,-15℃,多云,东北风,1级
2016-12-31,星期六,2℃,-11℃,晴,北风,2级
